Token,Annotation
in,O-Other
symp-,O-Other
toms,O-Other
that,O-Other
can,O-Other
be,O-Other
related,O-Other
to,O-Other
acute,O-Other
stress.,O-Other
Prior,0
research,0
suggests,O-Other
that,0
the,0
prevalence,0
and,0
duration,0
of,0
such,0
symptoms,0
may,0
last,0
for,0
months,0
[10].,0
Should,0
another,0
wave,0
"occur,",0
the,0
general,0
expectation,0
and,0
hope,0
is,0
that,0
our,0
system,0
will,0
be,0
better,0
prepared,0
in,0
formulating,0
and,0
dis-,0
seminating,0
evidence-based,0
rules,0
and,0
protocols.,0
Several,0
weaknesses,0
of,0
the,0
system,0
have,0
been,0
exposed,0
and,0
solutions,0
are,0
now,0
in,0
place,0
to,0
prevent,0
them,0
from,0
manifesting,0
again.,0
It,0
is,0
our,0
expectation,0
that,0
trauma-related,0
outcomes,0
will,0
therefore,0
be,0
less,0
pronounced.,0
On,0
the,0
other,0
"hand,",0
in,0
a,0
pandemic,0
that,0
feels,0
like,0
a,0
marathon,0
with,0
no,0
clear,0
finish,0
"line,",0
we,0
may,0
see,0
symptoms,0
from,0
excessive,0
work,0
pressure,0
aggra-,0
vate.,0
This,0
is,0
a,0
serious,0
threat,0
to,0
health-care,0
continuity,0
and,0
quality,0
since,0
these,0
symptoms,0
are,0
related,0
to,0
higher,0
turnover,0
intention,0
and,0
poor,O-Physical
quality,O-Physical
of,O-Physical
care,O-Physical
[27].,0
Additional,0
causes,0
for,0
concern,0
are,0
the,0
large,0
amounts,0
of,0
care,0
activities,0
that,0
have,0
been,0
interrupted,0
or,0
postponed,0
because,0
of,0
COVID-19,0
and,0
that,0
are,0
currently,0
being,0
rescheduled.,0
This,0
will,0
again,0
impact,0
fatigue,0
and,0
challenge,0
resilience,0
of,0
both,0
clinicians,0
and,0
managers.,0
Hospital,0
CEOs,0
and,0
human,0
resource,0
managers,0
there-,0
fore,0
need,0
to,0
keep,0
the,0
finger,0
on,0
the,0
pulse,0
on,0
the,0
"organization,",0
team,0
and,0
individual,0
level,0
and,0
make,0
support,0
mechanisms,0
easy,0
to,0
access.,0
Health-care,0
workers,0
are,0
continuously,P-Condition
at,P-Condition
risk,P-Condition
of,P-Condition
negative,P-Condition
mental,P-Condition
health.,P-Condition
The,0
COVID-19,0
pandemic,0
is,0
an,0
opportunity,0
to,0
hook,0
peo-,0
ple,0
in,0
toward,0
reconfiguration,0
of,0
our,0
human,0
resource,0
model,0
and,0
our,0
support,0
of,0
the,0
"workforce,",0
not,0
only,0
by,0
applauding,0
their,0
"work,",0
but,0
by,0
creating,0
positive,I-Other
work,I-Other
environments,I-Other
and,I-Other
long-lasting,I-Other
support,I-Other
mechanisms,I-Other
to,0
increase,0
the,0
workforce,0
resilience.,0
For,0
maintaining,0
the,0
resilience,0
of,0
health-care,0
"workers,",0
a,0
supportive,0
work,I-Other
culture,I-Other
is,0
vital,0
[28].,0
Health-care,0
workers,0
need,0
to,0
receive,0
clear,0
messages,0
by,0
organi-,0
zations,0
that,0
they,0
are,0
valued,0
and,0
that,0
the,0
ultimate,0
goal,0
is,0
to,0
manage,0
the,0
pandemic,0
together,0
[28].,0
They,0
do,0
not,0
only,0
rely,0
on,0
the,0
support,0
and,0
coping,0
mechanisms,0
offered,0
by,0
their,0
close,0
relatives,0
and,0
peers.,0
An,0
important,0
number,0
of,0
health-care,0
workers,0
is,0
in,0
need,0
of,0
psychologi-,I-Psychological
cal,I-Psychological
support,I-Psychological
by,I-Psychological
"professionals,",I-Psychological
and,0
even,0
more,0
"so,",0
of,0
their,0
leadership.,0
Health-care,0
workers,0
do,0
not,0
rely,0
only,0
on,0
the,0
support,0
that,0
is,0
given,0
by,0
external,0
but,0
they,0
"can,",0
more,0
as,0
a,0
preventive,I-Psychological
"action,",I-Psychological
support,I-Psychological
them-,I-Psychological
selves,I-Psychological
by,I-Psychological
having,I-Psychological
a,I-Psychological
positive,I-Psychological
lifestyle,I-Psychological
behavior,I-Psychological
[29].,0
More,0
interest,0
in,0
self-rescue,0
and,0
more,0
urgency,0
to,0
seek,0
help,0
for,0
psychological,I-Psychological
support,I-Psychological
was,0
seen,0
for,0
nurses,0
[30].,0
Besides,0
"this,",0
there,0
is,0
a,0
need,0
for,0
support,0
organized,0
by,0
the,0
organizations,0
themselves,0
"and,",0
specific,0
for,0
COVID-,0
"19,",0
this,0
should,0
be,0
divided,0
in,0
support,0
for,0
all,0
the,0
health-care,0
workers,0
but,0
also,0
for,0
health-care,0
workers,0
in,0
isolation,0
or,0
quarantine,0
"[29,",0
31].,0
This,0
support,0
can,0
be,0
given,0
at,0
three,0
different,0
"levels,",0
depending,0
on,0
the,0
personal,0
needs,0
of,0
the,0
health-care,0
professionals,0
[32–34].,0
The,0
first,0
level,0
is,0
‘basic,I-Psychological
support’.,I-Psychological
Support,0
all,0
the,0
health-care,0
workers,0
with,0
adequate,0
working,0
conditions,0
but,0
also,0
with,0
‘emotional,I-Psychological
first,I-Psychological
aid’.,I-Psychological
The,0
work-,0
ing,0
conditions,0
can,0
"include,",0
e.g.,0
provide,I-Psychological
effective,I-Psychological
personal,I-Psychological
protective,I-Psychological
"equipment,",I-Psychological
clarify,I-Psychological
work,I-Psychological
"hours,",I-Psychological
communicate,I-Psychological
current,I-Psychological
best,I-Psychological
"practices,",I-Psychological
share,I-Psychological
challenges,I-Psychological
and,I-Psychological
successes,I-Psychological
[28].,0
If,0
this,0
is,0
"insufficient,",0
support,0
can,0
be,0
given,0
by,0
focused,0
(person-to-person),0
non-specialized,0
support.,0
The,0
last,0
level,0
is,0
referring,0
the,0
health-care,I-Psychological
worker,I-Psychological
to,I-Psychological
specialized,I-Psychological
ser-,I-Psychological
vices,I-Psychological
[32–34].,0
Previous,0
non-COVID-19,0
research,0
showed,0
that,0
only,0
a,0
minority,0
(10%),0
need,0
this,0
highest,0
level,0
of,0
support,0
"[20,",0
"33,",0
34].,0
Other,0
useful,0
methods,0
such,0
as,0
Wu’s,I-Psychological
RISE,I-Psychological
(Resilience,I-Psychological
in,I-Psychological
Stressful,I-Psychological
Events),I-Psychological
model,0
[35],0
or,0
Shanafelt’s,I-Psychological
list,I-Psychological
of,0
requests,0
to,0
health-care,0
organizations,0
[1],0
can,0
guide,0
and,0
support,0
health-care,0
managers,0
in,0
this,0
endeavor.,0
The,0
support,0
programs,0
should,0
be,0
designed,0
using,0
a,0
range,0
of,0
strate-,0
gies,0
to,0
overcome,0
the,0
cultural,0
and,0
structural,0
barriers,0
that,0
cause,0
many,0
programs,0
to,0
fail,0
[36].,0
This,0
study,0
has,0
several,0
limitations,0
that,0
should,0
be,0
taken,0
into,0
account,0
for,0
interpreting,0
the,0
results.,0
First,0
of,0
"all,",0
due,0
to,0
the,0
way,0
of,0
dis-,0
tributing,0
the,0
"survey,",0
no,0
response,0
rate,0
can,0
be,0
calculated,0
and,0
selection,0
bias,0
could,0
have,0
occurred.,0
To,0
protect,0
the,0
privacy,0
of,0
our,0
"participants,",0
the,0
identity,0
of,0
the,0
respondents,0
was,0
not,0
confirmed,0
in,0
both,0
waves.,0
This,0
implies,0
that,0
participants,0
cannot,0
be,0
followed,0
up,0
in,0
both,0
waves,0
due,0
to,0
the,0
cross-sectional,0
nature,0
of,0
the,0
study.,0
"Second,",0
our,0
questionnaire,0
is,0
based,0
on,0
self-reporting,0
and,0
as,0
we,0
asked,0
at,0
the,0
same,0
moment,0
to,0
score,0
the,0
"impact,",0
for,0
each,0
"symptom,",0
before,0
and,0
during,0
"COVID-19,",0
recall,0
bias,0
can,0
occur,0
as,0
participants,0
may,0
have,0
minimized,0
or,0
exaggerated,0
their,0
symptoms.,0
"Last,",0
no,0
psychometrically,0
validated,0
measures,0
were,0
used,0
for,0
evaluating,0
the,0
impact,0
on,0
symptoms,0
and,0
support,0
mecha-,0
nisms.,0
Future,0
research,0
should,0
convert,0
the,0
single,0
measures,0
(19,0
items,0
for,0
symptoms),0
into,0
one,0
validated,0
instrument.,0
A,0
pandemic,0
asks,0
for,0
rapid,0
adaptation,0
of,0
organizations,0
and,0
health-care,0
workers.,0
"Therefore,",0
is,0
it,0
necessary,0
that,0
organizations,0
start,0
immediately,0
in,0
how,0
they,0
can,0
support,0
their,0
health-care,0
workers.,0
Support,0
systems,0
which,0
would,0
be,0
set,0
up,0
for,0
health-care,0
professionals,0
involved,0
in,0
an,0
adverse,0
"event,",0
also,0
known,0
as,0
second,0
victims,0
"[35],",0
can,0
be,0
expanded,0
to,0
support,0
health-care,0
workers,0
in,0
this,0
COVID-19,0
pan-,0
demic.,0
Organizations,0
should,0
take,0
this,0
pandemic,0
as,0
an,0
opportunity,0
to,0
develop,0
targeted,0
strategies,0
to,0
mitigate,0
key,0
stressors,0
of,0
health-care,0
workers’,0
mental,0
well-being,0
also,0
during,0
normal,0
circumstances.,0
Our,0
study,0
shows,0
the,0
significant,0
impact,0
of,0
this,0
COVID-19,0
crisis,0
on,0
the,0
mental,0
health,0
of,0
our,0
health-care,0
professionals,0
and,0
we,0
know,0
that,0
only,0
healthy,0
and,0
resilient,0
workers,0
can,0
take,0
care,0
of,0
patients,0
and,0
their,0
kin.,0
