Token,Annotation
We,0
note,0
here,0
that,0
the,0
hydraulic,0
conductivity,0
may,0
vary,0
spatially,0
to,0
represent,0
the,0
properties,0
of,0
different,0
tissues,0
(e.g.,0
scar,0
and,0
sub-conjunctiva).,0
Potentially,0
the,0
hydraulic,0
conductivity,0
may,0
change,0
over,0
"time,",0
due,0
to,0
tissue,0
remodeling,0
around,0
the,0
bleb,0
in,0
response,0
to,0
"say,",0
fluid,0
pressure.,0
Assuming,0
an,0
incompressible,0
fluid,0
phase,0
and,0
a,0
static,0
solid,0
phase,0
the,0
porous,0
media,0
mass,0
conservation,0
equation,0
for,0
the,0
fluid,0
phase,0
is,0
Equation,0
(7),0
can,0
be,0
combined,0
with,0
(6),0
to,0
give,0
the,0
governing,0
equation,0
for,0
fluid,0
transport,0
in,0
a,0
"tissue,",0
Here,0
S,0
accounts,0
for,0
the,0
volume,0
of,0
fluid,0
produced,0
or,0
removed,0
per,0
unit,0
time,0
by,0
capillaries,0
in,0
a,0
unit,0
volume,0
of,0
tissue,0
and,0
takes,0
on,0
a,0
positive,0
value,0
for,0
fluid,0
production,0
and,0
a,0
negative,0
value,0
for,0
fluid,0
removal.,0
The,0
term,0
S,0
can,0
be,0
described,0
using,0
Starling’s,0
law,0
[18],0
where,0
Lp,0
is,0
the,0
hydraulic,0
permeability,0
of,0
the,0
vessel,0
wall,0
(units,0
of,0
"ms21Pa21),",0
SA/V,0
is,0
the,0
surface,0
area,0
of,0
blood,0
vessel,0
walls,0
per,0
volume,0
of,0
tissue,0
(units,0
"m21),",0
pv,0
is,0
the,0
microvasculature,0
pressure,0
(in,0
"Pa),",0
pv,0
and,0
pi,0
are,0
the,0
microvasculature,0
and,0
interstitium,0
oncotic,0
pressure,0
respectively,0
(units,0
Pa),0
and,0
s,0
is,0
the,0
reflection,0
coefficient.,0
Note,0
steady,0
state,0
equations,0
have,0
been,0
"derived,",0
without,0
an,0
additional,0
governing,0
equation,0
to,0
describe,0
tissue,0
swelling.,0
This,0
was,0
done,0
because,0
the,0
transient,0
processes,0
such,0
as,0
tissue,0
deformation,0
(e.g.,0
due,0
to,0
swelling),0
occur,0
much,0
faster,0
than,0
the,0
timescales,0
of,0
interest,0
(i.e.,0
times,0
consistent,0
with,0
long,0
term,0
stable,0
IOP).,0
The,0
changes,0
in,0
tissue,0
properties,0
due,0
to,0
swelling,0
can,0
still,0
be,0
addressed,0
by,0
assuming,0
the,0
final,0
bleb-tissue,0
geometry,0
and,0
adjusting,0
the,0
hydraulic,0
conductivity,0
accordingly.,0
Recall,0
the,0
focus,0
of,0
this,0
paper,0
is,0
to,0
investigate,0
the,0
efficiency,0
of,0
fluid,0
removal,0
by,0
a,0
bleb,0
given,0
a,0
specific,0
bleb,0
size,0
and,0
surrounding,0
tissue,0
properties.,0
The,0
derived,0
equations,0
are,0
consistent,0
with,0
this,0
aim.,0
The,0
unknown,0
parameters,0
"Lp,",0
"SA/V,",0
"pv,",0
"pi,",0
s,0
and,0
pv,0
are,0
estimated,0
using,0
the,0
work,0
of,0
Jain,0
et,0
al.,0
"[18],",0
who,0
found,0
these,0
parameters,0
for,0
other,0
"tissues,",0
including,0
muscle,0
and,0
carcinomas.,0
As,0
shown,0
in,0
Table,0
2,0
Jain,0
et,0
al.’s,0
[18],0
review,0
has,0
been,0
used,0
to,0
inform,0
the,0
current,0
study’s,0
choice,0
of,0
"Lp,",0
"SA/V,",0
"pv,",0
"pi,",0
s,0
and,0
pv.,0
A,0
difference,0
between,0
normal,0
tissue,0
and,0
tumors,0
was,0
reported,0
for,0
"Lp,",0
with,0
tumor,0
vessels,0
more,0
permeable.,0
We,0
have,0
chosen,0
a,0
value,0
for,0
Lp,0
near,0
that,0
of,0
"tumors,",0
as,0
in,0
early,0
bleb,0
formation,0
the,0
tissue,0
is,0
undergoing,0
"swelling,",0
large,0
deformation,0
and,0
acute,0
inflammatory,0
"response,",0
which,0
typically,0
result,0
in,0
leaky,0
vessels,0
"[19,20,21,22].",0
That,0
"is,",0
in,0
the,0
few,0
weeks,0
post,0
surgery,0
inflammation,0
would,0
likely,0
increase,0
vasculature,0
permeabil-,0
ity.,0
Other,0
relevant,0
factors,0
known,0
to,0
increase,0
vasculature,0
perme-,0
ability,0
are,0
hypoxia,0
[20],0
and,0
fluid,0
shear,0
stress,0
[21].,0
Jain,0
et,0
al.,0
[18],0
also,0
report,0
a,0
range,0
for,0
SA/V,0
of,0
50–250,0
cm21,0
which,0
is,0
invariant,0
between,0
normal,0
and,0
tumor,0
tissue.,0
We,0
have,0
chosen,0
an,0
intermediate,0
value,0
towards,0
the,0
lower,0
"end,",0
specifically,0
100,0
cm21,0
as,0
there,0
is,0
qualitatively,0
fewer,0
vessels,0
in,0
the,0
sub-,0
conjunctival,0
tissue,0
than,0
might,0
occur,0
elsewhere.,0
"Further,",0
it,0
is,0
assumed,0
that,0
the,0
surface,0
area,0
of,0
vessels,0
to,0
bleb,0
volume,0
is,0
negligible,0
i.e.,0
blebs,0
contain,0
few,0
vessels.,0
The,0
scar,0
tissue,0
is,0
assumed,0
to,0
maintain,0
the,0
same,0
SA/V,0
as,0
sub-conjunctival,0
tissue.,0
Swartz,0
and,0
Fleury,0
[8],0
and,0
Levick,0
[23],0
each,0
compiled,0
a,0
list,0
of,0
values,0
of,0
K,0
in,0
a,0
range,0
of,0
tissues.,0
They,0
found,0
that,0
K,0
varies,0
from,0
",1610214",0
m2s21Pa21,0
for,0
sclera,0
and,0
corneal,0
stroma,0
up,0
to,0
400610214,0
m2s21Pa21,0
for,0
the,0
vitreous,0
body.,0
The,0
mesentery,0
has,0
a,0
hydraulic,0
conductivity,0
of,0
30–200610214,0
m2s21Pa21.,0
By,0
comparison,0
[18],0
obtained,0
an,0
average,0
hydraulic,0
conductivity,0
for,0
a,0
wide,0
range,0
of,0
tissues,0
and,0
tumors,0
as,0
20610214,0
m2s21Pa21.,0
Further,0
the,0
hydraulic,0
conductivity,0
can,0
increase,0
dramatically,0
when,0
the,0
tissue,0
becomes,0
hydrated,0
and,0
swells,0
"[8,13,23,24].",0
A,0
first,0
estimate,0
of,0
the,0
hydraulic,0
conductivity,0
of,0
the,0
sub-conjunctival,0
tissue,0
is,0
assumed,0
to,0
be,0
the,0
intermediate,0
value,0
of,0
50610214,0
m2s21Pa21.,0
Due,0
to,0
the,0
extensive,0
hydration,0
of,0
the,0
bleb,0
itself,0
we,0
assume,0
that,0
it,0
offers,0
little,0
resistance,0
to,0
fluid,0
flow,0
and,0
so,0
give,0
it,0
a,0
hydraulic,0
conductivity,0
of,0
"50,000610214",0
m2s21Pa21,0
(i.e.,0
1000,0
times,0
that,0
in,0
the,0
sub-conjunctival,0
tissue),0
[25].,0
As,0
we,0
shall,0
show,0
"later,",0
this,0
high,0
value,0
is,0
sufficient,0
for,0
the,0
hydrostatic,0
pressure,0
to,0
be,0
effectively,0
uniform,0
throughout,0
the,0
bleb.,0
In,0
simulations,0
involving,0
scar,0
tissue,0
we,0
choose,0
a,0
hydraulic,0
conductivity,0
that,0
is,0
low,0
but,0
still,0
higher,0
than,0
that,0
of,0
the,0
sclera.,0
Specifically,0
for,0
the,0
scar,0
tissue,0
we,0
use,0
K=5610214,0
m2s21Pa21,0
(or,0
10%,0
of,0
the,0
hydraulic,0
conductivity,0
assumed,0
for,0
the,0
sub-conjunctival,0
tissue).,0
Although,0
parameter,0
values,0
described,0
above,0
are,0
best,0
"estimates,",0
a,0
parametric,0
study,0
is,0
also,0
performed,0
to,0
assess,0
how,0
results,0
would,0
be,0
modified,0
for,0
a,0
different,0
choice,0
of,0
parameters.,0
Various,0
bleb,0
and,0
tissue,0
dimensions,0
used,0
in,0
the,0
model,0
are,0
based,0
on,0
the,0
functional,0
‘standard’,0
bleb,0
shown,0
in,0
Figure,0
2.,0
"Specifically,",0
an,0
idealized,0
axisymmetric,0
model,0
is,0
adopted,0
in,0
which,0
we,0
consider,0
a,0
circular,0
region,0
of,0
the,0
sub-conjunctival,0
tissue,0
centered,0
on,0
a,0
"bleb,",0
which,0
is,0
depicted,0
in,0
Figures,0
3A,0
(no,0
scar,0
tissue),0
and,0
3B,0
(with,0
scar,0
tissue).,0
The,0
inner,0
surface,0
of,0
the,0
tissue,0
(which,0
is,0
in,0
contact,0
with,0
the,0
sclera),0
is,0
treated,0
as,0
a,0
flat,0
circle,0
of,0
radius,0
10,0
"mm,",0
and,0
the,0
sub-,0
conjunctiva,0
has,0
normal,0
thickness,0
0.6,0
mm.,0
The,0
bleb,0
occupies,0
an,0
axisymmetric,0
region,0
in,0
the,0
middle,0
as,0
shown,0
in,0
the,0
Figure,0
3.,0
The,0
standard,0
bleb,0
has,0
a,0
radius,0
of,0
2.2,0
mm,0
and,0
maximum,0
height,0
0.8,0
mm.,0
A,0
layer,0
of,0
scar,0
tissue,0
of,0
thickness,0
0.2,0
mm,0
optionally,0
covers,0
the,0
surface,0
of,0
the,0
bleb.,0
To,0
accommodate,0
the,0
height,0
of,0
the,0
"bleb,",0
the,0
thickness,0
of,0
the,0
sub-conjunctival,0
tissue,0
increases,0
smoothly,0
to,0
a,0
central,0
maximum,0
of,0
1.2,0
mm.,0
Continuity,0
of,0
flux,0
and,0
pressure,0
are,0
assumed,0
on,0
the,0
internal,0
boundaries.,0
A,0
no,0
flux,0
boundary,0
condition,0
is,0
applied,0
on,0
all,0
the,0
external,0
boundaries,0
of,0
the,0
sub-conjunctival,0
tissue,0
and,0
on,0
the,0
bottom,0
surface,0
(in,0
contact,0
with,0
the,0
sclera),0
of,0
the,0
"bleb,",0
except,0
for,0
a,0
central,0
circle,0
of,0
radius,0
100mm,0
at,0
the,0
bottom,0
surface,0
of,0
the,0
bleb.,0
At,0
this,0
central,0
surface,0
of,0
the,0
bleb,0
fluid,0
drains,0
into,0
the,0
bleb,0
from,0
the,0
anterior,0
chamber,0
via,0
a,0
100mm,0
radius,0
"tube,",0
and,0
so,0
the,0
pressure,0
is,0
ptissue,0
and,0
the,0
total,0
flux,0
is,0
set,0
at,0
"Fdrain,",0
with,0
the,0
flux,0
assumed,0
uniform,0
over,0
the,0
boundary,0
(also,0
implying,0
a,0
uniform,0
interstitial,0
fluid,0
velocity,0
across,0
this,0
boundary).,0
The,0
system,0
is,0
solved,0
in,0
two,0
dimensions,0
and,0
regularity,0
conditions,0
are,0
imposed,0
on,0
the,0
axis.,0
The,0
model,0
is,0
solved,0
numerically,0
in,0
the,0
commercial,0
FEM,0
solver,0
COMSOL,0
Multiphysics.,0
When,0
solving,0
Equations,0
(5),0
and,0
(8),0
in,0
COMSOL,0
two,0
domains,0
(or,0
geometries),0
are,0
used.,0
One,0
"domain,",0
represents,0
the,0
bleb,0
and,0
sub-conjunctival,0
"tissue,",0
is,0
used,0
to,0
solve,0
the,0
2D,0
axisymmetric,0
PDE,0
problem,0
(Equation,0
(8)).,0
The,0
other,0
domain,0
is,0
used,0
to,0
solve,0
the,0
fluid,0
mass,0
balance,0
ODE,0
problem,0
in,0
the,0
eye,0
i.e.,0
Equation,0
(5).,0
In,0
COMSOL,0
variables,0
can,0
be,0
passed,0
between,0
these,0
two,0
domains.,0
In,0
our,0
case,0
we,0
pass,0
ptissue,0
back,0
to,0
the,0
‘eye,0
domain’,0
to,0
determine,0
"IOP,",0
and,0
pass,0
Fdrain,0
(which,0
can,0
be,0
calculated,0
from,0
IOP),0
to,0
the,0
‘tissue,0
domain’,0
to,0
provide,0
a,0
tissue,0
flux,0
boundary,0
condition,0
at,0
the,0
bottom,0
centre,0
of,0
the,0
bleb.,0
The,0
default,0
solver,0
settings,0
are,0
used,0
except,0
for,0
higher,0
tolerance,0
settings,0
(relative,0
tolerance:,0
1025;,0
absolute,0
tolerance:,0
1026).,0
Approximately,0
"40,000",0
triangular,0
mesh,0
elements,0
were,0
used.,0
Results,0
In,0
Figure,0
3,0
model,0
predictions,0
of,0
the,0
interstitial,0
pressure,0
distribution,0
in,0
the,0
sub-conjunctival,0
tissue,0
are,0
shown,0
for,0
two,0
scenarios:,0
a,0
bleb,0
surrounded,0
by,0
normal,0
tissue,0
(Figure,0
3A),0
and,0
a,0
bleb,0
encapsulated,0
by,0
a,0
thin,0
layer,0
(0.2mm),0
of,0
scar,0
tissue,0
and,0
surrounded,0
by,0
normal,0
tissue,0
(Figure,0
3B).,0
In,0
each,0
case,0
the,0
functioning,0
bleb,0
geometry,0
depicted,0
in,0
Figure,0
2,0
has,0
been,0
used.,0
It,0
is,0
seen,0
that,0
scar,O-Physical
tissue,O-Physical
was,O-Physical
predicted,O-Physical
to,O-Physical
lead,O-Physical
to,O-Physical
a,O-Physical
higher,O-Physical
bleb,O-Physical
pressure,O-Physical
(and,O-Physical
IOP).,O-Physical
In,0
this,0
example,0
bleb,0
pressure,0
increased,0
from,0
17mmHg,0
to,0
32mmHg,0
when,0
a,0
scar,0
was,0
present.,0
"Further,",0
if,O-Physical
no,O-Physical
scar,O-Physical
was,O-Physical
present,O-Physical
approximately,O-Physical
75%,O-Physical
of,O-Physical
the,O-Physical
eye,O-Physical
fluid,O-Physical
production,O-Physical
passed,O-Physical
through,O-Physical
the,O-Physical
bleb,O-Physical
to,O-Physical
be,O-Physical
absorbed,O-Physical
in,O-Physical
the,O-Physical
sub-conjunctival,O-Physical
"tissue,",O-Physical
whereas,0
a,O-Physical
scar,O-Physical
layer,O-Physical
reduced,O-Physical
the,O-Physical
volume,O-Physical
of,O-Physical
fluid,O-Physical
passing,O-Physical
through,O-Physical
to,O-Physical
the,O-Physical
bleb,O-Physical
to,O-Physical
55%,O-Physical
of,O-Physical
the,O-Physical
eye,O-Physical
fluid,O-Physical
production.,O-Physical
That,0
"is,",0
fluid,O-Physical
filtration,O-Physical
by,O-Physical
the,O-Physical
bleb,O-Physical
was,O-Physical
less,O-Physical
effective,O-Physical
once,O-Physical
a,O-Physical
scar,O-Physical
"developed,",O-Physical
with,O-Physical
the,O-Physical
consequence,O-Physical
of,O-Physical
elevated,O-Physical
IOP.,O-Physical
As,O-Physical
IOP,O-Physical
increased,O-Physical
with,O-Physical
scar,O-Physical
"formation,",O-Physical
proportionally,O-Physical
more,O-Physical
fluid,O-Physical
was,O-Physical
forced,O-Physical
to,O-Physical
exit,O-Physical
via,O-Physical
the,O-Physical
trabecular,O-Physical
"pathway,",O-Physical
as,O-Physical
the,O-Physical
pressure,O-Physical
difference,O-Physical
across,O-Physical
the,O-Physical
trabecular,O-Physical
meshwork,O-Physical
increased.,O-Physical
This,0
was,0
a,0
clear,0
demonstration,0
of,0
scar,0
formation,0
leading,0
to,0
increased,0
IOP,0
(and,0
so,0
failure,0
of,0
the,0
glaucoma,0
surgery).,0
On,0
the,0
other,0
hand,0
scar,O-Physical
formation,O-Physical
was,O-Physical
seen,O-Physical
to,O-Physical
reduce,O-Physical
the,O-Physical
sub-,O-Physical
conjunctival,O-Physical
tissue’s,O-Physical
exposure,O-Physical
to,O-Physical
interstitial,O-Physical
pressure.,O-Physical
The,0
highest,0
tissue,0
pressure,0
was,0
predicted,0
to,0
occur,0
directly,0
above,0
the,0
"bleb,",0
whether,0
or,0
not,0
a,0
scar,0
was,0
present.,0
If,0
scar,0
formation,0
is,0
in,0
response,0
to,0
elevated,0
"pressure,",0
either,0
directly,0
or,0
indirectly,0
(through,0
ischemia,0
induced,0
by,0
capillary,0
"occlusion),",0
our,0
model,0
would,0
suggest,0
that,0
a,0
scar,0
would,0
form,0
first,0
above,0
the,0
bleb,0
and,0
that,0
this,0
scar,0
would,0
limit,0
the,0
tissue’s,0
exposure,0
to,0
the,0
adverse,0
fluid,0
"pressure,",0
however,0
the,0
subsequent,0
increase,0
in,0
IOP,0
would,0
adversely,0
affect,0
retinal,0
tissue.,0
It,0
has,0
been,0
reported,0
that,0
uncontrolled,0
IOP,0
tends,0
to,0
be,0
associated,0
with,0
"thick,",0
vascularized,0
bleb,0
walls,0
[4].,0
These,0
"thick,",0
vascularized,0
walls,0
could,0
be,0
the,0
result,0
of,0
scar,0
formation,0
and,0
angiogenesis,0
in,0
response,0
to,0
tissue,0
hypoxia,0
induced,0
by,0
high,0
fluid,0
pressures.,0
According,0
to,0
Equation,0
"(9),",0
fluid,0
absorption,0
has,0
a,0
linear,0
relationship,0
with,0
the,0
interstitial,0
fluid,0
pressure.,0
It,0
can,0
be,0
estimated,0
from,0
the,0
distribution,0
of,0
interstitial,0
fluid,0
pressure,0
shown,0
in,0
Figures,0
3A,0
and,0
3B,0
that,0
the,O-Physical
majority,O-Physical
of,O-Physical
the,O-Physical
fluid,O-Physical
absorption,O-Physical
by,O-Physical
the,O-Physical
sub-conjunctival,O-Physical
tissue,O-Physical
occurs,O-Physical
within,O-Physical
",1mm",O-Physical
of,O-Physical
the,O-Physical
bleb,O-Physical
(for,0
the,0
case,0
of,0
no,0
"scar),",0
as,0
the,0
interstitial,0
pressure,0
has,0
approached,0
0mmHg,0
within,0
this,0
range.,0
When,0
a,0
scar,0
"develops,",0
absorption,0
occurs,0
in,0
an,0
even,0
smaller,0
region,0
of,0
tissue,0
within,0
",0.1mm",0
from,0
the,0
bleb,0
or,0
rather,0
within,0
the,0
scar,0
itself.,0
Figure,0
3C,0
contains,0
model,0
predictions,0
of,0
filtration,0
bleb,0
performance,0
in,0
reducing,0
"IOP,",0
in,0
comparison,0
to,0
an,0
unoperated,0
eye,0
and,0
the,0
two,0
blebs,0
depicted,0
in,0
Figures,0
3A,0
and,0
3B,0
(i.e.,0
standard,0
bleb,0
with,0
and,0
without,0
a,0
scar,0
layer).,0
In,0
this,0
figure,0
IOP,0
is,0
shown,0
for,0
a,0
range,0
of,0
failing,0
outflow,0
facility,0
(described,0
by,0
a,0
decrease,0
in,0
model,0
parameter,0
e).,0
Operative,0
induced,0
increases,0
in,0
facility,0
(surgical,0
facility),0
can,0
lead,0
to,0
a,0
substantial,0
reduction,0
in,0
"IOP,",0
with,0
the,0
effect,0
on,0
IOP,0
more,0
obvious,0
with,0
a,0
reduction,0
in,0
the,0
residual,0
outflow.,0
When,0
the,0
trabecular,0
pathway,0
was,0
completely,0
blocked,0
(e,0
=,0
"0),",0
the,0
model,0
predicted,0
an,0
IOP,0
of,0
21mmHg,0
for,0
the,0
operated,0
"eye,",0
compared,0
with,0
a,0
very,0
high,0
pressure,0
in,0
the,0
unoperated,0
eye,0
(actually,0
a,0
steady,0
state,0
IOP,0
cannot,0
be,0
achieved).,0
(Note,0
the,0
predicted,0
continuous,0
increase,0
in,0
pressures,0
in,0
the,0
unoperated,0
eye,0
when,0
e=0,0
is,0
not,0
biologically,0
"possible,",0
as,0
ischemia,0
of,0
the,0
ciliary,0
processes,0
would,0
restrict,0
inflow).,0
The,0
addition,0
of,0
a,0
layer,0
of,0
scar,0
tissue,0
was,0
seen,0
to,0
increase,0
the,0
IOP,0
for,0
all,0
e,0
toward,0
the,0
case,0
of,0
an,0
unoperated,0
eye.,0
This,0
demonstrates,0
that,0
scar,0
tissue,0
reduces,0
the,0
ability,0
of,0
a,0
bleb,0
to,0
control,0
IOP.,0
This,0
result,0
is,0
consistent,0
with,0
the,0
clinical,0
experience,0
of,0
glaucoma,0
surgery.,0
Although,0
not,0
"shown,",0
the,0
radius,0
of,0
the,0
tube,0
connecting,0
the,0
eye,0
from,0
the,0
bleb,0
was,0
varied,0
between,0
"20–400mm,",0
and,0
the,0
tube,0
length,0
was,0
varied,0
between,0
1–20mm,0
without,0
significant,0
effect,0
on,0
the,0
results,0
contained,0
in,0
Figure,0
3.,0
This,O-Physical
indicates,O-Physical
that,O-Physical
the,O-Physical
tube,O-Physical
offers,O-Physical
very,O-Physical
little,O-Physical
resistance,O-Physical
to,O-Physical
fluid,O-Physical
flow,O-Physical
in,O-Physical
comparison,O-Physical
to,O-Physical
the,O-Physical
sub-,O-Physical
conjunctival,O-Physical
tissue,O-Physical
or,O-Physical
trabecular,O-Physical
"mesh,",O-Physical
at,O-Physical
least,O-Physical
within,O-Physical
this,O-Physical
range,O-Physical
of,O-Physical
tube,O-Physical
radii,O-Physical
or,O-Physical
length.,O-Physical
Consequently,0
the,0
fluid,0
pressure,0
inside,0
the,0
bleb,0
was,0
effectively,0
the,0
same,0
as,0
the,0
"IOP,",0
to,0
within,0
1,0
"mmHg,",0
and,0
in,0
all,0
following,0
results,0
bleb,0
pressure,0
is,0
used,0
as,0
a,0
measure,0
of,0
IOP.,0
The,0
radius,0
of,0
the,0
tube,0
(or,0
ostium),0
typically,0
used,0
in,0
glaucoma,0
surgery,0
is,0
significantly,0
larger,0
than,0
the,0
minimum,0
required,0
(e.g.,0
340,0
mm,0
internal,0
diameter,0
used,0
in,0
the,0
Molteno,0
tube,0
"[26]),",0
and,0
it,0
suggests,0
"that,",0
based,0
on,0
fluid,0
flow,0
requirements,0
"alone,",0
significant,0
miniaturization,0
of,0
the,0
tube,0
could,0
occur.,0
There,0
is,0
the,0
potential,0
for,0
the,0
drainage,0
tube,0
to,0
collapse,0
or,0
"kink,",0
which,0
would,0
introduce,0
a,0
larger,0
pressure,0
difference,0
between,0
the,0
IOP,0
and,0
the,0
"bleb,",0
and,0
reduce,0
the,0
effectiveness,0
of,0
the,0
bleb,0
in,0
distributing,0
fluid,0
to,0
the,0
sub-,0
conjunctiva.,0
Figure,0
4,0
shows,0
results,0
of,0
a,0
parametric,0
study,0
to,0
examine,0
how,0
the,0
predicted,0
IOP,0
varies,0
for,0
a,0
change,0
in,0
the,0
tissue,0
properties,0
of,0
hydraulic,0
conductivity,0
and,0
fluid,0
absorption,0
capacity,0
(via,0
an,0
increase,0
in,0
capillary,0
area,0
within,0
tissue,0
and/or,0
an,0
increase,0
in,0
capillary,0
wall,0
permeability).,0
It,0
can,0
be,0
seen,0
that,0
an,0
increase,O-Physical
in,O-Physical
hydraulic,O-Physical
conductivity,O-Physical
or,O-Physical
an,O-Physical
increase,O-Physical
in,O-Physical
absorption,O-Physical
capacity,O-Physical
generally,O-Physical
led,O-Physical
to,O-Physical
a,O-Physical
lower,O-Physical
IOP.,O-Physical
An,0
increase,0
in,0
hydraulic,0
conductivity,0
lowers,0
IOP,0
because,0
fluid,0
can,0
move,0
further,0
from,0
the,0
bleb,0
and,0
so,0
involve,0
more,0
tissue,0
in,0
the,0
removal,0
of,0
fluid.,0
The,0
downside,0
of,0
a,0
higher,0
hydraulic,0
conductivity,0
is,0
that,0
more,0
tissue,0
is,0
exposed,0
to,0
higher,0
hydrostatic,0
pressures,0
(not,0
shown).,0
"Alternatively,",0
an,O-Physical
increase,O-Physical
in,O-Physical
fluid,O-Physical
absorption,O-Physical
lowered,O-Physical
"IOP,",O-Physical
presumably,O-Physical
by,O-Physical
removing,O-Physical
fluid,O-Physical
more,O-Physical
efficiently.,O-Physical
From,0
Figures,0
3,0
and,0
4,0
we,0
surmise,0
that,0
changes,0
in,0
tissue,0
fluid,0
transport,0
properties,0
due,0
to,0
scar,0
formation,0
and,0
vascularization,0
are,0
clearly,0
important,0
to,0
IOP,0
control.,0
In,0
Figures,0
5,0
and,0
6,0
we,O-Other
can,O-Other
conclude,O-Other
that,O-Other
the,O-Other
geometry,O-Other
of,O-Other
the,O-Other
bleb,O-Other
is,O-Other
also,O-Other
critically,O-Other
important.,O-Other
In,0
Figure,0
5,0
height,0
and,0
width,0
of,0
the,0
functioning,0
bleb,0
were,0
both,0
either,0
doubled,0
or,0
"halved,",0
so,0
that,0
the,0
IOP,0
and,0
tissue,0
pressure,0
could,0
be,0
compared,0
in,0
the,0
context,0
of,0
bleb,0
size.,0
That,0
"is,",0
bleb,0
volume,0
was,0
decreased,0
or,0
increased,0
by,0
a,0
factor,0
of,0
eight,0
and,0
the,0
bleb,0
surface,0
area,0
was,0
decreased,0
or,0
increased,0
by,0
a,0
factor,0
of,0
four.,0
It,0
is,0
immediately,0
clear,0
that,0
a,0
small,0
bleb,0
leads,0
to,0
higher,0
IOP,0
and,0
tissue,0
pressure.,0
Again,0
pressure,0
was,0
highest,0
directly,0
above,0
the,0
bleb.,0
This,0
accords,0
with,0
the,0
clinical,0
observation,0
that,0
small,0
blebs,0
often,0
have,0
areas,0
of,0
pallor,0
overlying,0
"them,",0
consistent,0
with,0
a,0
reduction,0
in,0
capillary,0
flow,0
secondary,0
to,0
high,0
tissue,0
hydrostatic,0
pressure.,0
Total,0
fluid,0
absorption,0
is,0
directly,0
related,0
to,0
the,0
volume,0
of,0
tissue,0
involved,0
in,0
the,0
absorption.,0
In,0
small,0
"blebs,",0
the,0
fluid,0
must,0
travel,0
further,0
from,0
the,0
bleb,0
before,0
it,0
can,0
be,0
completely,0
absorbed.,0
This,0
fluid,0
movement,0
is,0
limited,0
by,0
the,0
hydraulic,0
conductivity.,0
From,0
Figure,0
5B,0
a,0
larger,0
bleb,0
was,0
predicted,0
to,0
have,0
a,0
controlled,0
"IOP,",0
but,0
at,0
too,0
low,0
a,0
level.,0
Indeed,0
hypotony,0
is,0
a,0
significant,0
risk,0
of,0
glaucoma,0
"surgery,",0
and,0
is,0
mostly,0
associated,0
with,0
a,0
lack,0
of,0
definable,0
boundaries,0
to,0
the,0
"bleb,",0
thus,0
the,0
bleb,0
is,0
seen,0
to,0
‘run,0
away’,0
(i.e.,0
an,0
uncontrolled,0
increase,0
in,0
size,0
of,0
the,0
bleb).,0
In,0
all,0
"cases,",0
inclusion,0
of,0
a,0
scar,0
layer,0
elevates,0
bleb,0
pressure,0
(and,0
IOP).,0
In,0
Figure,0
6,0
the,0
height,0
and,0
width,0
of,0
the,0
standard,0
bleb,0
are,0
both,0
changed,0
by,0
a,0
factor,0
of,0
"two,",0
but,0
in,0
opposite,0
directions,0
(halved,0
versus,0
"doubled),",0
to,0
create,0
blebs,0
of,0
different,0
aspect,0
ratios,0
i.e.,0
a,0
tall,0
narrow,0
bleb,0
and,0
a,0
wide,0
flat,0
bleb.,0
The,O-Physical
model,O-Physical
predicted,O-Physical
that,O-Physical
tall,O-Physical
blebs,O-Physical
lead,O-Physical
to,O-Physical
higher,O-Physical
bleb,O-Physical
and,O-Physical
tissue,O-Physical
pressure,O-Physical
and,O-Physical
"IOP,",O-Physical
compared,O-Physical
with,O-Physical
the,O-Physical
wide,O-Physical
flat,O-Physical
bleb.,O-Physical
The,O-Physical
flat,O-Physical
blebs,O-Physical
had,O-Physical
a,O-Physical
more,O-Physical
controlled,O-Physical
IOP,O-Physical
over,O-Physical
a,O-Physical
wide,O-Physical
range,O-Physical
of,O-Physical
trabecular,O-Physical
outflow,O-Physical
facility,O-Physical
(Figure,0
"6B),",0
but,O-Physical
as,O-Physical
with,O-Physical
large,O-Physical
"blebs,",O-Physical
they,O-Physical
may,O-Physical
increase,O-Physical
the,O-Physical
risk,O-Physical
of,O-Physical
hypotony.,O-Physical
In,O-Physical
all,O-Physical
"cases,",O-Physical
inclusion,O-Physical
of,O-Physical
a,O-Physical
scar,O-Physical
layer,O-Physical
elevated,O-Physical
bleb,O-Physical
pressure,O-Physical
(and,O-Physical
IOP).,O-Physical
The,0
results,0
of,0
Figures,0
5,0
and,0
6,0
indicate,0
that,0
there,0
is,0
an,0
optimum,0
bleb,0
size,0
and,0
"shape,",0
which,0
would,0
avoid,0
excessive,0
scar,0
formation,0
but,0
keep,0
IOP,0
in,0
an,0
acceptable,0
range.,0
The,0
results,0
presented,0
in,0
Figures,0
"3,",0
5,0
and,0
6,0
all,0
suggested,0
that,0
prior,0
to,0
scar,0
"formation,",0
the,0
interstitial,0
fluid,0
pressure,0
in,0
the,0
tissue,0
is,0
highest,0
directly,0
above,0
the,0
fluid,0
bleb.,0
Once,0
a,0
scar,0
forms,0
this,0
tissue,0
is,0
somewhat,0
protected,0
from,0
high,0
pressures.,0
Assuming,0
scar,0
formation,0
is,0
related,0
to,0
pressure,0
we,0
might,0
expect,0
scar,0
to,0
develop,0
first,0
at,0
